id,shopId,locationId,productId,productName,action,changeBaseQty,oldStockBaseQty,newStockBaseQty,purchaseBillAmount,purchaseBillAmountPaise,calculatedBuyRate,calculatedBuyRatePaise,invoiceNumber,purchasePaymentStatus,purchasePaymentMode,purchasePaidAmount,purchasePaidAmountPaise,purchaseDueAmount,purchaseDueAmountPaise,purchaseDueDate,supplierName,damageLossValue,damageLossValuePaise,billId,clientMovementId,idempotencyKey,sourceDeviceId,sourceType,sourceId,note,createdAt,updatedAt
cms4xruaq88ld2y2hjh0r5ecy,cms4x1boo00052y2h3hfzrnkq,cms4x1j9a00rg2y2hggs38yul,cms4x1hai00j12y2hyurlks8q,Lizol Floor Cleaner 500ml,sale,-2,47,45,0,,0,,,paid,,0,,0,,,,0,,cms4xru9z88kk2y2hj89vi24r,sim-2026-07-23-11924-886:stock:cms4x1hai00j12y2hyurlks8q,create-bill:cms4x1boo00052y2h3hfzrnkq:sim-counter-desktop-01:sim-2026-07-23-11924-886:stock:cms4x1hai00j12y2hyurlks8q,sim-counter-desktop-01,bill,cms4xru9z88kk2y2hj89vi24r,,2026-07-23T07:00:00.000Z,2026-07-28T17:35:06.492Z
cms4xruan88lb2y2h10jes9qt,cms4x1boo00052y2h3hfzrnkq,cms4x1j9a00rg2y2hggs38yul,cms4x1dsl006s2y2hfe9avdke,Amul Taaza Milk 500ml,sale,-1,221,220,0,,0,,,paid,,0,,0,,,,0,,cms4xru9z88kk2y2hj89vi24r,sim-2026-07-23-11924-886:stock:cms4x1dsl006s2y2hfe9avdke,create-bill:cms4x1boo00052y2h3hfzrnkq:sim-counter-desktop-01:sim-2026-07-23-11924-886:stock:cms4x1dsl006s2y2hfe9avdke,sim-counter-desktop-01,bill,cms4xru9z88kk2y2hj89vi24r,,2026-07-23T07:00:00.000Z,2026-07-28T17:35:06.492Z
cms4xruak88l92y2hsj2ketph,cms4x1boo00052y2h3hfzrnkq,cms4x1j9a00rg2y2hggs38yul,cms4x1eri00aa2y2ht2lzmklh,Lays Classic Salted 52g,sale,-4,232,228,0,,0,,,paid,,0,,0,,,,0,,cms4xru9z88kk2y2hj89vi24r,sim-2026-07-23-11924-886:stock:cms4x1eri00aa2y2ht2lzmklh,create-bill:cms4x1boo00052y2h3hfzrnkq:sim-counter-desktop-01:sim-2026-07-23-11924-886:stock:cms4x1eri00aa2y2ht2lzmklh,sim-counter-desktop-01,bill,cms4xru9z88kk2y2hj89vi24r,,2026-07-23T07:00:00.000Z,2026-07-28T17:35:06.492Z
cms4xruai88l72y2h4zlgr5xd,cms4x1boo00052y2h3hfzrnkq,cms4x1j9a00rg2y2hggs38yul,cms4x1cd5001s2y2hdlnnlejj,Sona Masoori Rice (loose),sale,-1000,40840,39840,0,,0,,,paid,,0,,0,,,,0,,cms4xru9z88kk2y2hj89vi24r,sim-2026-07-23-11924-886:stock:cms4x1cd5001s2y2hdlnnlejj,create-bill:cms4x1boo00052y2h3hfzrnkq:sim-counter-desktop-01:sim-2026-07-23-11924-886:stock:cms4x1cd5001s2y2hdlnnlejj,sim-counter-desktop-01,bill,cms4xru9z88kk2y2hj89vi24r,,2026-07-23T07:00:00.000Z,2026-07-28T17:35:06.492Z
cms4xruae88l52y2hc5887qwk,cms4x1boo00052y2h3hfzrnkq,cms4x1j9a00rg2y2hggs38yul,cms4x1go000h12y2hegskap5q,Parachute Coconut Oil 200ml,sale,-2,87,85,0,,0,,,paid,,0,,0,,,,0,,cms4xru9z88kk2y2hj89vi24r,sim-2026-07-23-11924-886:stock:cms4x1go000h12y2hegskap5q,create-bill:cms4x1boo00052y2h3hfzrnkq:sim-counter-desktop-01:sim-2026-07-23-11924-886:stock:cms4x1go000h12y2hegskap5q,sim-counter-desktop-01,bill,cms4xru9z88kk2y2hj89vi24r,,2026-07-23T07:00:00.000Z,2026-07-28T17:35:06.492Z
cms4xruac88l32y2h0kwgkqgr,cms4x1boo00052y2h3hfzrnkq,cms4x1j9a00rg2y2hggs38yul,cms4x1e4m00812y2hywidkuoi,Mother Dairy Paneer 200g,sale,-1,26,25,0,,0,,,paid,,0,,0,,,,0,,cms4xru9z88kk2y2hj89vi24r,sim-2026-07-23-11924-886:stock:cms4x1e4m00812y2hywidkuoi,create-bill:cms4x1boo00052y2h3hfzrnkq:sim-counter-desktop-01:sim-2026-07-23-11924-886:stock:cms4x1e4m00812y2hywidkuoi,sim-counter-desktop-01,bill,cms4xru9z88kk2y2hj89vi24r,,2026-07-23T07:00:00.000Z,2026-07-28T17:35:06.492Z
cms4xruaa88l12y2h86h2w2kl,cms4x1boo00052y2h3hfzrnkq,cms4x1j9a00rg2y2hggs38yul,cms4x1ffk00cj2y2hijk58ri7,Thums Up 750ml,sale,-1,190,189,0,,0,,,paid,,0,,0,,,,0,,cms4xru9z88kk2y2hj89vi24r,sim-2026-07-23-11924-886:stock:cms4x1ffk00cj2y2hijk58ri7,create-bill:cms4x1boo00052y2h3hfzrnkq:sim-counter-desktop-01:sim-2026-07-23-11924-886:stock:cms4x1ffk00cj2y2hijk58ri7,sim-counter-desktop-01,bill,cms4xru9z88kk2y2hj89vi24r,,2026-07-23T07:00:00.000Z,2026-07-28T17:35:06.492Z
cms4xru8z88k52y2h80yvql0a,cms4x1boo00052y2h3hfzrnkq,cms4x1j9a00rg2y2hggs38yul,cms4x1emb009s2y2hjqycw1qr,Haldiram Bhujia 200g,sale,-1,118,117,0,,0,,,paid,,0,,0,,,,0,,cms4xru8c88jj2y2hnw2xo96b,sim-2026-07-23-11923-980670:stock:cms4x1emb009s2y2hjqycw1qr,create-bill:cms4x1boo00052y2h3hfzrnkq:sim-counter-2-tablet:sim-2026-07-23-11923-980670:stock:cms4x1emb009s2y2hjqycw1qr,sim-counter-2-tablet,bill,cms4xru8c88jj2y2hnw2xo96b,,2026-07-23T07:00:00.000Z,2026-07-28T17:35:06.433Z
cms4xru8x88k32y2hpk6s5s4e,cms4x1boo00052y2h3hfzrnkq,cms4x1j9a00rg2y2hggs38yul,cms4x3qnn0w722y2h7dmc2r0q,Bingo Mad Angles 66g,sale,-1,126,125,0,,0,,,paid,,0,,0,,,,0,,cms4xru8c88jj2y2hnw2xo96b,sim-2026-07-23-11923-980670:stock:cms4x3qnn0w722y2h7dmc2r0q,create-bill:cms4x1boo00052y2h3hfzrnkq:sim-counter-2-tablet:sim-2026-07-23-11923-980670:stock:cms4x3qnn0w722y2h7dmc2r0q,sim-counter-2-tablet,bill,cms4xru8c88jj2y2hnw2xo96b,,2026-07-23T07:00:00.000Z,2026-07-28T17:35:06.433Z
cms4xru8u88k12y2h3l8h7995,cms4x1boo00052y2h3hfzrnkq,cms4x1j9a00rg2y2hggs38yul,cms4x1dzj007j2y2hv0cbtxof,Amul Masti Dahi 400g,sale,-1,75,74,0,,0,,,paid,,0,,0,,,,0,,cms4xru8c88jj2y2hnw2xo96b,sim-2026-07-23-11923-980670:stock:cms4x1dzj007j2y2hv0cbtxof,create-bill:cms4x1boo00052y2h3hfzrnkq:sim-counter-2-tablet:sim-2026-07-23-11923-980670:stock:cms4x1dzj007j2y2hv0cbtxof,sim-counter-2-tablet,bill,cms4xru8c88jj2y2hnw2xo96b,,2026-07-23T07:00:00.000Z,2026-07-28T17:35:06.433Z
cms4xru8r88jz2y2h7cfliire,cms4x1boo00052y2h3hfzrnkq,cms4x1j9a00rg2y2hggs38yul,cms4x1fty00e12y2h74bqagg3,Tata Salt 1kg,sale,-2,114,112,0,,0,,,paid,,0,,0,,,,0,,cms4xru8c88jj2y2hnw2xo96b,sim-2026-07-23-11923-980670:stock:cms4x1fty00e12y2h74bqagg3,create-bill:cms4x1boo00052y2h3hfzrnkq:sim-counter-2-tablet:sim-2026-07-23-11923-980670:stock:cms4x1fty00e12y2h74bqagg3,sim-counter-2-tablet,bill,cms4xru8c88jj2y2hnw2xo96b,,2026-07-23T07:00:00.000Z,2026-07-28T17:35:06.433Z
cms4xru8n88jx2y2hr1h6us3t,cms4x1boo00052y2h3hfzrnkq,cms4x1j9a00rg2y2hggs38yul,cms4x1ecc008s2y2hele9j69k,Parle-G Biscuit 100g,sale,-2,375,373,0,,0,,,paid,,0,,0,,,,0,,cms4xru8c88jj2y2hnw2xo96b,sim-2026-07-23-11923-980670:stock:cms4x1ecc008s2y2hele9j69k,create-bill:cms4x1boo00052y2h3hfzrnkq:sim-counter-2-tablet:sim-2026-07-23-11923-980670:stock:cms4x1ecc008s2y2hele9j69k,sim-counter-2-tablet,bill,cms4xru8c88jj2y2hnw2xo96b,,2026-07-23T07:00:00.000Z,2026-07-28T17:35:06.433Z
cms4xru7d88j62y2hmda3s3e6,cms4x1boo00052y2h3hfzrnkq,cms4x1j9a00rg2y2hggs38yul,cms4x1ib300ma2y2h9ffgmd3h,Classmate Notebook 172pg,sale,-1,62,61,0,,0,,,paid,,0,,0,,,,0,,cms4xru7488ix2y2hm1gj704n,sim-2026-07-23-11922-196145:stock:cms4x1ib300ma2y2h9ffgmd3h,create-bill:cms4x1boo00052y2h3hfzrnkq:sim-counter-2-tablet:sim-2026-07-23-11922-196145:stock:cms4x1ib300ma2y2h9ffgmd3h,sim-counter-2-tablet,bill,cms4xru7488ix2y2hm1gj704n,,2026-07-23T07:00:00.000Z,2026-07-28T17:35:06.390Z
cms4xru7a88j42y2hzjq39bnu,cms4x1boo00052y2h3hfzrnkq,cms4x1j9a00rg2y2hggs38yul,cms4x1ffk00cj2y2hijk58ri7,Thums Up 750ml,sale,-2,192,190,0,,0,,,paid,,0,,0,,,,0,,cms4xru7488ix2y2hm1gj704n,sim-2026-07-23-11922-196145:stock:cms4x1ffk00cj2y2hijk58ri7,create-bill:cms4x1boo00052y2h3hfzrnkq:sim-counter-2-tablet:sim-2026-07-23-11922-196145:stock:cms4x1ffk00cj2y2hijk58ri7,sim-counter-2-tablet,bill,cms4xru7488ix2y2hm1gj704n,,2026-07-23T07:00:00.000Z,2026-07-28T17:35:06.390Z
cms4xru6288ik2y2hb0at3l5q,cms4x1boo00052y2h3hfzrnkq,cms4x1j9a00rg2y2hggs38yul,cms4x1cna002s2y2hwg2d2bv3,Chana Dal (loose),sale,-2000,12140,10140,0,,0,,,paid,,0,,0,,,,0,,cms4xru5m88i82y2h5j0c6gwu,sim-2026-07-23-11921-60044:stock:cms4x1cna002s2y2hwg2d2bv3,create-bill:cms4x1boo00052y2h3hfzrnkq:sim-counter-2-tablet:sim-2026-07-23-11921-60044:stock:cms4x1cna002s2y2hwg2d2bv3,sim-counter-2-tablet,bill,cms4xru5m88i82y2h5j0c6gwu,,2026-07-23T07:00:00.000Z,2026-07-28T17:35:06.334Z
cms4xru5z88ii2y2hn3cmoky0,cms4x1boo00052y2h3hfzrnkq,cms4x1j9a00rg2y2hggs38yul,cms4x3x5x0xq92y2hovs5zgpz,Yippee Noodles 70g,sale,-3,164,161,0,,0,,,paid,,0,,0,,,,0,,cms4xru5m88i82y2h5j0c6gwu,sim-2026-07-23-11921-60044:stock:cms4x3x5x0xq92y2hovs5zgpz,create-bill:cms4x1boo00052y2h3hfzrnkq:sim-counter-2-tablet:sim-2026-07-23-11921-60044:stock:cms4x3x5x0xq92y2hovs5zgpz,sim-counter-2-tablet,bill,cms4xru5m88i82y2h5j0c6gwu,,2026-07-23T07:00:00.000Z,2026-07-28T17:35:06.334Z
cms4xru5v88ig2y2hdolg650y,cms4x1boo00052y2h3hfzrnkq,cms4x1j9a00rg2y2hggs38yul,cms4x1hzj00la2y2hsblkts2a,Camphor 50g,sale,-1,49,48,0,,0,,,paid,,0,,0,,,,0,,cms4xru5m88i82y2h5j0c6gwu,sim-2026-07-23-11921-60044:stock:cms4x1hzj00la2y2hsblkts2a,create-bill:cms4x1boo00052y2h3hfzrnkq:sim-counter-2-tablet:sim-2026-07-23-11921-60044:stock:cms4x1hzj00la2y2hsblkts2a,sim-counter-2-tablet,bill,cms4xru5m88i82y2h5j0c6gwu,,2026-07-23T07:00:00.000Z,2026-07-28T17:35:06.334Z
cms4xru4i88ht2y2h2ifnz7kf,cms4x1boo00052y2h3hfzrnkq,cms4x1j9a00rg2y2hggs38yul,cms4x1e9u008j2y2hg33d14zv,Britannia Brown Bread,sale,-2,56,54,0,,0,,,paid,,0,,0,,,,0,,cms4xru4388hc2y2hkhv4zulq,sim-2026-07-23-11920-271458:stock:cms4x1e9u008j2y2hg33d14zv,create-bill:cms4x1boo00052y2h3hfzrnkq:sim-counter-2-tablet:sim-2026-07-23-11920-271458:stock:cms4x1e9u008j2y2hg33d14zv,sim-counter-2-tablet,bill,cms4xru4388hc2y2hkhv4zulq,,2026-07-23T07:00:00.000Z,2026-07-28T17:35:06.283Z
cms4xru4f88hr2y2hrqsoms1i,cms4x1boo00052y2h3hfzrnkq,cms4x1j9a00rg2y2hggs38yul,cms4x1ehi009a2y2h9wqaun2a,Britannia Marie Gold 250g,sale,-2,116,114,0,,0,,,paid,,0,,0,,,,0,,cms4xru4388hc2y2hkhv4zulq,sim-2026-07-23-11920-271458:stock:cms4x1ehi009a2y2h9wqaun2a,create-bill:cms4x1boo00052y2h3hfzrnkq:sim-counter-2-tablet:sim-2026-07-23-11920-271458:stock:cms4x1ehi009a2y2h9wqaun2a,sim-counter-2-tablet,bill,cms4xru4388hc2y2hkhv4zulq,,2026-07-23T07:00:00.000Z,2026-07-28T17:35:06.283Z
cms4xru4d88hp2y2hq72k4md0,cms4x1boo00052y2h3hfzrnkq,cms4x1j9a00rg2y2hggs38yul,cms4x1dfq005j2y2hucy7fe5c,Potato,sale,-250,44614,44364,0,,0,,,paid,,0,,0,,,,0,,cms4xru4388hc2y2hkhv4zulq,sim-2026-07-23-11920-271458:stock:cms4x1dfq005j2y2hucy7fe5c,create-bill:cms4x1boo00052y2h3hfzrnkq:sim-counter-2-tablet:sim-2026-07-23-11920-271458:stock:cms4x1dfq005j2y2hucy7fe5c,sim-counter-2-tablet,bill,cms4xru4388hc2y2hkhv4zulq,,2026-07-23T07:00:00.000Z,2026-07-28T17:35:06.283Z
cms4xru4b88hn2y2hdu70h5r9,cms4x1boo00052y2h3hfzrnkq,cms4x1j9a00rg2y2hggs38yul,cms4x1h7o00is2y2hx58ov67j,Harpic Toilet Cleaner 500ml,sale,-2,46,44,0,,0,,,paid,,0,,0,,,,0,,cms4xru4388hc2y2hkhv4zulq,sim-2026-07-23-11920-271458:stock:cms4x1h7o00is2y2hx58ov67j,create-bill:cms4x1boo00052y2h3hfzrnkq:sim-counter-2-tablet:sim-2026-07-23-11920-271458:stock:cms4x1h7o00is2y2hx58ov67j,sim-counter-2-tablet,bill,cms4xru4388hc2y2hkhv4zulq,,2026-07-23T07:00:00.000Z,2026-07-28T17:35:06.283Z
cms4xru3b88gz2y2hhl7mzv5r,cms4x1boo00052y2h3hfzrnkq,cms4x1j9a00rg2y2hggs38yul,cms4x1hl500k12y2h3grqn4ky,Dairy Milk 50g,sale,-3,113,110,0,,0,,,paid,,0,,0,,,,0,,cms4xru3288gn2y2hdf0yulpx,sim-2026-07-23-11919-296960:stock:cms4x1hl500k12y2h3grqn4ky,create-bill:cms4x1boo00052y2h3hfzrnkq:sim-counter-2-tablet:sim-2026-07-23-11919-296960:stock:cms4x1hl500k12y2h3grqn4ky,sim-counter-2-tablet,bill,cms4xru3288gn2y2hdf0yulpx,,2026-07-23T07:00:00.000Z,2026-07-28T17:35:06.248Z
cms4xru3988gx2y2hgq3xedkb,cms4x1boo00052y2h3hfzrnkq,cms4x1j9a00rg2y2hggs38yul,cms4x1cd5001s2y2hdlnnlejj,Sona Masoori Rice (loose),sale,-1000,41840,40840,0,,0,,,paid,,0,,0,,,,0,,cms4xru3288gn2y2hdf0yulpx,sim-2026-07-23-11919-296960:stock:cms4x1cd5001s2y2hdlnnlejj,create-bill:cms4x1boo00052y2h3hfzrnkq:sim-counter-2-tablet:sim-2026-07-23-11919-296960:stock:cms4x1cd5001s2y2hdlnnlejj,sim-counter-2-tablet,bill,cms4xru3288gn2y2hdf0yulpx,,2026-07-23T07:00:00.000Z,2026-07-28T17:35:06.248Z
cms4xru3788gv2y2ht5nihhs4,cms4x1boo00052y2h3hfzrnkq,cms4x1j9a00rg2y2hggs38yul,cms4x1dfq005j2y2hucy7fe5c,Potato,sale,-1000,45614,44614,0,,0,,,paid,,0,,0,,,,0,,cms4xru3288gn2y2hdf0yulpx,sim-2026-07-23-11919-296960:stock:cms4x1dfq005j2y2hucy7fe5c,create-bill:cms4x1boo00052y2h3hfzrnkq:sim-counter-2-tablet:sim-2026-07-23-11919-296960:stock:cms4x1dfq005j2y2hucy7fe5c,sim-counter-2-tablet,bill,cms4xru3288gn2y2hdf0yulpx,,2026-07-23T07:00:00.000Z,2026-07-28T17:35:06.248Z
cms4xru2g88ga2y2hr58z8ax7,cms4x1boo00052y2h3hfzrnkq,cms4x1j9a00rg2y2hggs38yul,cms4x1d5a004j2y2hqhybpc7c,Besan (loose),sale,-5000,4870,-130,0,,0,,,paid,,0,,0,,,,0,,cms4xru2788fy2y2ho4vp5f41,sim-2026-07-23-11918-842358:stock:cms4x1d5a004j2y2hqhybpc7c,create-bill:cms4x1boo00052y2h3hfzrnkq:sim-counter-2-tablet:sim-2026-07-23-11918-842358:stock:cms4x1d5a004j2y2hqhybpc7c,sim-counter-2-tablet,bill,cms4xru2788fy2y2ho4vp5f41,Offline sale recorded with 130 g stock shortfall — reconcile inventory,2026-07-23T07:00:00.000Z,2026-07-28T17:35:06.217Z
cms4xru2e88g82y2hjnocir4v,cms4x1boo00052y2h3hfzrnkq,cms4x1j9a00rg2y2hggs38yul,cms4x1h1w00ia2y2hn8ylo9dv,Vim Dishwash Bar 200g,sale,-1,205,204,0,,0,,,paid,,0,,0,,,,0,,cms4xru2788fy2y2ho4vp5f41,sim-2026-07-23-11918-842358:stock:cms4x1h1w00ia2y2hn8ylo9dv,create-bill:cms4x1boo00052y2h3hfzrnkq:sim-counter-2-tablet:sim-2026-07-23-11918-842358:stock:cms4x1h1w00ia2y2hn8ylo9dv,sim-counter-2-tablet,bill,cms4xru2788fy2y2ho4vp5f41,,2026-07-23T07:00:00.000Z,2026-07-28T17:35:06.217Z
cms4xru2c88g62y2hdet6271r,cms4x1boo00052y2h3hfzrnkq,cms4x1j9a00rg2y2hggs38yul,cms4xj23y54ec2y2hhjrpxbxh,Whisper Ultra 15 pads,sale,-2,59,57,0,,0,,,paid,,0,,0,,,,0,,cms4xru2788fy2y2ho4vp5f41,sim-2026-07-23-11918-842358:stock:cms4xj23y54ec2y2hhjrpxbxh,create-bill:cms4x1boo00052y2h3hfzrnkq:sim-counter-2-tablet:sim-2026-07-23-11918-842358:stock:cms4xj23y54ec2y2hhjrpxbxh,sim-counter-2-tablet,bill,cms4xru2788fy2y2ho4vp5f41,,2026-07-23T07:00:00.000Z,2026-07-28T17:35:06.217Z
cms4xru1k88fl2y2hs3p79z9g,cms4x1boo00052y2h3hfzrnkq,cms4x1j9a00rg2y2hggs38yul,cms4x1h7o00is2y2hx58ov67j,Harpic Toilet Cleaner 500ml,sale,-3,49,46,0,,0,,,paid,,0,,0,,,,0,,cms4xru1b88f92y2hsvamm7l2,sim-2026-07-23-11917-350757:stock:cms4x1h7o00is2y2hx58ov67j,create-bill:cms4x1boo00052y2h3hfzrnkq:sim-counter-desktop-01:sim-2026-07-23-11917-350757:stock:cms4x1h7o00is2y2hx58ov67j,sim-counter-desktop-01,bill,cms4xru1b88f92y2hsvamm7l2,,2026-07-23T07:00:00.000Z,2026-07-28T17:35:06.184Z
cms4xru1i88fj2y2h5k2c3byv,cms4x1boo00052y2h3hfzrnkq,cms4x1j9a00rg2y2hggs38yul,cms4x1ffk00cj2y2hijk58ri7,Thums Up 750ml,sale,-1,193,192,0,,0,,,paid,,0,,0,,,,0,,cms4xru1b88f92y2hsvamm7l2,sim-2026-07-23-11917-350757:stock:cms4x1ffk00cj2y2hijk58ri7,create-bill:cms4x1boo00052y2h3hfzrnkq:sim-counter-desktop-01:sim-2026-07-23-11917-350757:stock:cms4x1ffk00cj2y2hijk58ri7,sim-counter-desktop-01,bill,cms4xru1b88f92y2hsvamm7l2,,2026-07-23T07:00:00.000Z,2026-07-28T17:35:06.184Z
cms4xru1g88fh2y2hsdvvl6w8,cms4x1boo00052y2h3hfzrnkq,cms4x1j9a00rg2y2hggs38yul,cms4x1ht900ks2y2h6e0z6hq5,Center Fresh Gum (jar pc),sale,-1,600,599,0,,0,,,paid,,0,,0,,,,0,,cms4xru1b88f92y2hsvamm7l2,sim-2026-07-23-11917-350757:stock:cms4x1ht900ks2y2h6e0z6hq5,create-bill:cms4x1boo00052y2h3hfzrnkq:sim-counter-desktop-01:sim-2026-07-23-11917-350757:stock:cms4x1ht900ks2y2h6e0z6hq5,sim-counter-desktop-01,bill,cms4xru1b88f92y2hsvamm7l2,,2026-07-23T07:00:00.000Z,2026-07-28T17:35:06.184Z
cms4xru0p88ew2y2hpa1zo6fa,cms4x1boo00052y2h3hfzrnkq,cms4x1j9a00rg2y2hggs38yul,cms4x1i8600m12y2hd68h1x96,AA Battery (2 pc),sale,-2,69,67,0,,0,,,paid,,0,,0,,,,0,,cms4xru0i88en2y2hyz40mkf9,sim-2026-07-23-11916-830330:stock:cms4x1i8600m12y2hd68h1x96,create-bill:cms4x1boo00052y2h3hfzrnkq:sim-counter-desktop-01:sim-2026-07-23-11916-830330:stock:cms4x1i8600m12y2hd68h1x96,sim-counter-desktop-01,bill,cms4xru0i88en2y2hyz40mkf9,,2026-07-23T07:00:00.000Z,2026-07-28T17:35:06.157Z
cms4xru0n88eu2y2hn4ia2jb0,cms4x1boo00052y2h3hfzrnkq,cms4x1j9a00rg2y2hggs38yul,cms4x1fkb00d12y2hx4buamha,Bisleri Water 1L,sale,-3,329,326,0,,0,,,paid,,0,,0,,,,0,,cms4xru0i88en2y2hyz40mkf9,sim-2026-07-23-11916-830330:stock:cms4x1fkb00d12y2hx4buamha,create-bill:cms4x1boo00052y2h3hfzrnkq:sim-counter-desktop-01:sim-2026-07-23-11916-830330:stock:cms4x1fkb00d12y2hx4buamha,sim-counter-desktop-01,bill,cms4xru0i88en2y2hyz40mkf9,,2026-07-23T07:00:00.000Z,2026-07-28T17:35:06.157Z
cms4xrtzw88ea2y2hhro5w586,cms4x1boo00052y2h3hfzrnkq,cms4x1j9a00rg2y2hggs38yul,cms4x1ggm00ga2y2hiv34i0pb,Lifebuoy Soap 125g,sale,-2,142,140,0,,0,,,paid,,0,,0,,,,0,,cms4xrtzp88e02y2hruc8ubo8,sim-2026-07-23-11915-663642:stock:cms4x1ggm00ga2y2hiv34i0pb,create-bill:cms4x1boo00052y2h3hfzrnkq:sim-counter-desktop-01:sim-2026-07-23-11915-663642:stock:cms4x1ggm00ga2y2hiv34i0pb,sim-counter-desktop-01,bill,cms4xrtzp88e02y2hruc8ubo8,,2026-07-23T07:00:00.000Z,2026-07-28T17:35:06.127Z
cms4xrtz188dl2y2h1g9i0k35,cms4x1boo00052y2h3hfzrnkq,cms4x1j9a00rg2y2hggs38yul,cms4x1i5i00ls2y2hx21uyela,Match Box,sale,-1,493,492,0,,0,,,paid,,0,,0,,,,0,,cms4xrtym88d22y2h1xl80usu,sim-2026-07-23-11914-4933:stock:cms4x1i5i00ls2y2hx21uyela,create-bill:cms4x1boo00052y2h3hfzrnkq:sim-counter-2-tablet:sim-2026-07-23-11914-4933:stock:cms4x1i5i00ls2y2hx21uyela,sim-counter-2-tablet,bill,cms4xrtym88d22y2h1xl80usu,,2026-07-23T07:00:00.000Z,2026-07-28T17:35:06.086Z
cms4xrtyz88dj2y2hhoalvdhi,cms4x1boo00052y2h3hfzrnkq,cms4x1j9a00rg2y2hggs38yul,cms4x1hid00js2y2hnd08xgdc,Odonil Air Freshener 50g,sale,-1,47,46,0,,0,,,paid,,0,,0,,,,0,,cms4xrtym88d22y2h1xl80usu,sim-2026-07-23-11914-4933:stock:cms4x1hid00js2y2hnd08xgdc,create-bill:cms4x1boo00052y2h3hfzrnkq:sim-counter-2-tablet:sim-2026-07-23-11914-4933:stock:cms4x1hid00js2y2hnd08xgdc,sim-counter-2-tablet,bill,cms4xrtym88d22y2h1xl80usu,,2026-07-23T07:00:00.000Z,2026-07-28T17:35:06.086Z
cms4xrtyx88dh2y2h2xdu9ent,cms4x1boo00052y2h3hfzrnkq,cms4x1j9a00rg2y2hggs38yul,cms4x1e4m00812y2hywidkuoi,Mother Dairy Paneer 200g,sale,-4,30,26,0,,0,,,paid,,0,,0,,,,0,,cms4xrtym88d22y2h1xl80usu,sim-2026-07-23-11914-4933:stock:cms4x1e4m00812y2hywidkuoi,create-bill:cms4x1boo00052y2h3hfzrnkq:sim-counter-2-tablet:sim-2026-07-23-11914-4933:stock:cms4x1e4m00812y2hywidkuoi,sim-counter-2-tablet,bill,cms4xrtym88d22y2h1xl80usu,,2026-07-23T07:00:00.000Z,2026-07-28T17:35:06.086Z
cms4xrtyw88df2y2hhggaifk6,cms4x1boo00052y2h3hfzrnkq,cms4x1j9a00rg2y2hggs38yul,cms4x1dd3005a2y2hryxfe9bd,Onion,sale,-500,46266,45766,0,,0,,,paid,,0,,0,,,,0,,cms4xrtym88d22y2h1xl80usu,sim-2026-07-23-11914-4933:stock:cms4x1dd3005a2y2hryxfe9bd,create-bill:cms4x1boo00052y2h3hfzrnkq:sim-counter-2-tablet:sim-2026-07-23-11914-4933:stock:cms4x1dd3005a2y2hryxfe9bd,sim-counter-2-tablet,bill,cms4xrtym88d22y2h1xl80usu,,2026-07-23T07:00:00.000Z,2026-07-28T17:35:06.086Z
cms4xrtyt88dd2y2hbbehqv1v,cms4x1boo00052y2h3hfzrnkq,cms4x1j9a00rg2y2hggs38yul,cms4x1ehi009a2y2h9wqaun2a,Britannia Marie Gold 250g,sale,-4,120,116,0,,0,,,paid,,0,,0,,,,0,,cms4xrtym88d22y2h1xl80usu,sim-2026-07-23-11914-4933:stock:cms4x1ehi009a2y2h9wqaun2a,create-bill:cms4x1boo00052y2h3hfzrnkq:sim-counter-2-tablet:sim-2026-07-23-11914-4933:stock:cms4x1ehi009a2y2h9wqaun2a,sim-counter-2-tablet,bill,cms4xrtym88d22y2h1xl80usu,,2026-07-23T07:00:00.000Z,2026-07-28T17:35:06.086Z
cms4xrtxx88cn2y2hn387zj6l,cms4x1boo00052y2h3hfzrnkq,cms4x1j9a00rg2y2hggs38yul,cms4x1h4u00ij2y2hgzl42j9o,Vim Liquid 500ml,sale,-1,42,41,0,,0,,,paid,,0,,0,,,,0,,cms4xrtx288bg2y2hvqsfpkug,sim-2026-07-23-11913-123692:stock:cms4x1h4u00ij2y2hgzl42j9o,create-bill:cms4x1boo00052y2h3hfzrnkq:sim-counter-desktop-01:sim-2026-07-23-11913-123692:stock:cms4x1h4u00ij2y2hgzl42j9o,sim-counter-desktop-01,bill,cms4xrtx288bg2y2hvqsfpkug,,2026-07-23T07:00:00.000Z,2026-07-28T17:35:06.030Z
cms4xrtxu88cl2y2hqt3py6rc,cms4x1boo00052y2h3hfzrnkq,cms4x1j9a00rg2y2hggs38yul,cms4x1eri00aa2y2ht2lzmklh,Lays Classic Salted 52g,sale,-1,233,232,0,,0,,,paid,,0,,0,,,,0,,cms4xrtx288bg2y2hvqsfpkug,sim-2026-07-23-11913-123692:stock:cms4x1eri00aa2y2ht2lzmklh,create-bill:cms4x1boo00052y2h3hfzrnkq:sim-counter-desktop-01:sim-2026-07-23-11913-123692:stock:cms4x1eri00aa2y2ht2lzmklh,sim-counter-desktop-01,bill,cms4xrtx288bg2y2hvqsfpkug,,2026-07-23T07:00:00.000Z,2026-07-28T17:35:06.030Z
